UserID,Age,Gender,TotalSpent,AverageSpent,CoursesEnrolled,AverageRating,FavoriteCategory,FavoriteLevel,PreferredType,PaymentMethod,TeacherRating,TeacherExperience,Cluster,PC1,PC2
U00128,35,0,1813.65,139.51153846153846,13,3.106923076923077,0,1,0,2,4.73,22.846153846153847,0,4.644370178957345,0.15403578905487844
U00129,19,1,415.51,207.755,2,3.885,0,2,0,1,3.215,6.0,3,0.06398431516394727,0.5095649511010462
U00130,17,1,248.1,248.1,1,1.2,0,1,1,0,1.55,3.0,2,-1.0981098126232998,2.8243477119660354
U00131,19,1,0.0,0.0,1,3.15,1,0,0,2,1.06,3.0,1,-1.5063490211615203,-0.4530593734967157
U00132,22,1,0.0,0.0,1,1.13,7,1,0,2,2.38,1.0,1,-1.4262454907582789,-0.7025987108797564
U00133,21,1,828.33,59.166428571428575,14,2.830714285714286,8,1,0,1,4.8028571428571425,22.285714285714285,0,3.4469325282898597,-0.9315314488504123
U00134,26,0,1438.21,102.72928571428572,14,3.3528571428571428,6,0,0,2,4.691428571428572,23.142857142857142,0,4.251799572720093,-0.47795615326936125
U00135,17,0,0.0,0.0,1,3.02,3,2,0,1,2.18,1.0,3,-1.4378696003420897,-0.651427408248427
U00136,25,0,0.0,0.0,1,3.15,1,0,0,0,3.43,12.0,1,0.11941347235234197,-0.8261748001412875
U00137,15,0,460.29,230.145,2,3.705,3,0,1,0,3.91,13.0,2,0.8666100242643452,1.9450304988306277
U00138,26,1,0.0,0.0,2,1.8699999999999999,4,0,0,2,3.285,4.0,1,-0.5368690962012055,-0.8145402514608633
U00139,16,0,248.1,62.025,4,1.8275000000000001,0,0,0,0,3.9425,10.25,1,0.8818738632821204,-0.15264379816251664
U00140,24,0,53.86,26.93,2,3.5650000000000004,5,1,0,1,3.12,3.5,3,-0.6907782016578033,-0.8720470710520042
U00141,20,1,0.0,0.0,1,2.88,9,1,0,0,2.22,2.0,1,-1.4888512597052157,-0.9253684349549033
U00142,17,0,472.28,472.28,1,4.74,9,1,1,0,2.99,4.0,2,-0.4678960725525664,2.962890704719382
U00143,26,1,177.34,88.67,2,4.415,2,0,0,2,4.005,7.5,3,0.27959941604687377,-0.6067410661366412
U00144,24,0,953.67,73.35923076923076,13,3.173076923076923,6,2,0,0,4.76,22.615384615384617,0,3.466616642403824,-0.7428701524100746
U00145,23,0,0.0,0.0,1,4.94,2,1,0,0,3.36,14.0,3,0.09932537683932555,-1.1221951527564835
U00146,30,0,0.0,0.0,1,4.44,5,1,0,0,2.5,3.0,3,-1.1643574472218734,-1.0775494533071803
U00147,30,1,1195.68,99.64,12,3.0775,3,1,0,2,4.7425,22.75,0,3.7725724343374845,-0.4110798329798456
U00148,35,0,0.0,0.0,1,3.02,3,2,0,1,2.92,1.0,3,-1.1593513896780248,-0.9225059333980754
U00149,17,0,906.41,90.64099999999999,10,3.303,0,0,0,0,4.775,22.5,0,3.476574498176119,-0.21648153551841445
U00150,25,1,0.0,0.0,2,3.245,2,0,0,1,4.08,7.5,1,0.10715669061701907,-0.9636940993974864
U00151,16,0,0.0,0.0,1,4.44,5,1,0,0,2.33,4.0,3,-1.1462848380842798,-0.9259267656707723
U00152,19,0,1368.9199999999998,114.07666666666665,12,3.296666666666667,2,1,0,1,4.7749999999999995,22.5,0,4.0107518232056965,-0.09949961084317573
U00153,35,1,37.89,18.945,2,2.575,9,0,0,1,3.83,8.0,1,-0.17087374273252445,-1.2149157041897458
U00154,29,1,248.1,248.1,1,1.2,0,1,1,1,1.55,3.0,2,-1.1156217550439762,2.660554224405382
U00155,27,1,0.0,0.0,2,3.71,6,1,0,0,3.37,9.5,3,-0.26376074496869467,-1.1692260723422887
U00156,17,1,0.0,0.0,1,1.59,6,0,0,1,2.61,4.0,1,-0.9803265144364858,-0.6569022562510166
U00157,32,0,212.39,106.195,2,2.53,2,0,0,1,3.12,3.0,1,-0.32893372034705226,-0.13689997633327236
U00158,35,0,0.0,0.0,1,1.28,9,1,0,2,1.77,2.0,1,-1.668652321059995,-0.919620019940838
U00159,16,1,53.86,26.93,2,2.1,6,1,0,0,3.385,6.5,1,-0.3887832478614071,-0.6513471819231914
U00160,28,0,327.99,327.99,1,1.51,10,1,1,2,1.05,1.0,2,-1.70860975442271,2.5632103688801395
U00161,25,0,605.6,55.054545454545455,11,2.8972727272727274,1,0,0,2,4.757272727272727,22.636363636363637,0,3.2274230337747905,-0.7238019736978571
U00162,26,1,0.0,0.0,1,1.59,6,0,0,1,2.61,4.0,1,-0.9881024145579025,-0.7474397429321912
U00163,32,0,0.0,0.0,1,3.45,10,2,0,0,2.22,2.0,3,-1.6171544137774156,-1.212699792103473
U00164,32,1,0.0,0.0,2,3.2700000000000005,7,0,0,0,3.46,6.0,1,-0.43388086198293996,-1.1771674633663918
U00165,30,1,419.82,104.955,4,2.995,0,2,1,0,4.25,9.0,2,0.7541875315669089,1.322339470108925
U00166,33,1,248.88,16.592,15,3.1886666666666668,7,2,0,1,4.787999999999999,22.4,0,2.9073620462742054,-1.562098191391571
U00167,31,0,0.0,0.0,1,4.94,2,1,0,2,1.86,1.0,3,-1.473896597720377,-0.9778183370154199
U00168,24,0,326.02,326.02,1,2.69,1,2,1,2,3.43,12.0,2,0.2810380114810151,2.515035233757845
U00169,24,1,567.16,43.62769230769231,13,2.636923076923077,4,0,0,0,4.76,22.615384615384617,0,3.3130247945685793,-0.8431657974190888
U00170,34,0,0.0,0.0,3,2.72,9,1,0,0,3.9800000000000004,9.0,1,-0.03572859368324555,-1.3791030537272364
U00171,24,1,0.0,0.0,2,4.0649999999999995,10,1,0,0,3.32,14.0,3,-0.10126957357438546,-1.4424791035726483
U00172,35,0,0.0,0.0,1,4.73,7,2,0,0,2.99,4.0,3,-1.066128979997781,-1.3602224202079403
U00173,31,1,1094.82,78.20142857142856,14,3.1978571428571425,0,1,0,0,4.719285714285713,22.928571428571427,0,4.026190150249425,-0.37483671174265915
U00174,29,1,212.39,212.39,1,3.15,5,0,1,2,2.33,4.0,2,-0.9046512235396758,1.7924650244920304
U00175,32,0,490.9,245.45,2,2.915,0,1,0,0,3.2800000000000002,4.0,1,0.14243010270165654,0.7905187553497885
U00176,34,1,0.0,0.0,1,4.68,10,1,0,1,1.05,1.0,3,-2.098510482482435,-1.2476355451887882
U00177,29,0,1526.54,109.03857142857143,14,3.0235714285714286,6,1,0,2,4.914285714285714,21.428571428571427,0,4.215825137268488,-0.41732268301075626
U00178,20,1,236.72000000000003,16.90857142857143,14,3.54,3,1,0,1,4.8307142857142855,22.071428571428573,0,3.0156712783099957,-1.2345009154398794
U00179,34,1,487.92,243.96,2,2.685,1,0,0,1,3.4450000000000003,9.0,1,0.6041243851001733,0.6613011356987302
U00180,26,0,0.0,0.0,1,4.73,7,2,0,1,3.46,6.0,3,-0.7316561820888635,-1.3897059789729382
U00181,32,0,299.57,299.57,1,3.74,3,1,1,0,2.18,1.0,2,-1.0501856918826307,2.3968324987912677
U00182,28,0,0.0,0.0,1,4.1,6,2,0,0,2.99,4.0,3,-1.0178212724847802,-1.1526101093812895
U00183,33,1,0.0,0.0,1,4.73,7,2,0,0,2.83,1.0,3,-1.3616228324932997,-1.2693259566765451
U00184,28,1,0.0,0.0,1,2.38,2,0,0,0,1.86,1.0,1,-1.3596697754995364,-0.4886598121340165
U00185,27,1,57.32,57.32,1,4.74,11,0,1,2,1.07,5.0,3,-1.7966635633581418,0.5200395414885014
U00186,28,0,326.02,163.01,2,3.0700000000000003,1,2,0,2,1.0550000000000002,2.0,3,-1.2316876468105857,0.4290557814010309
U00187,18,1,472.28,472.28,1,4.74,9,1,1,0,2.83,1.0,2,-0.765981891755224,3.0236080060237196
U00188,18,1,0.0,0.0,1,1.52,4,0,0,0,1.79,4.0,1,-1.225231247782183,-0.4057370785559505
U00189,18,1,0.0,0.0,1,1.59,6,0,0,2,2.61,4.0,1,-0.9883345789309862,-0.7100388156457897
U00190,25,0,487.92,487.92,1,3.64,1,0,1,0,1.06,3.0,2,-0.8972984503657113,3.8145650341470843
U00191,34,1,2258.7,188.225,12,3.955833333333333,10,1,0,2,4.7425,22.75,0,4.599184365360083,0.0028110962907460083
U00192,17,1,680.0699999999999,48.576428571428565,14,3.440714285714286,11,1,0,0,4.7749999999999995,22.5,0,3.193957094876225,-1.214029444873
U00193,33,1,0.0,0.0,1,4.79,8,0,0,1,1.39,4.0,3,-1.5795346487872994,-1.1981392498324348
U00194,35,1,0.0,0.0,1,3.02,3,2,0,0,2.18,1.0,3,-1.4593162843375118,-0.767778431475162
U00195,15,1,346.71,346.71,1,1.23,10,0,1,0,1.05,1.0,2,-1.5767017433513306,2.9627464774069163
U00196,23,0,394.26,394.26,1,1.35,2,2,1,2,3.11,1.0,2,-0.5783911040481913,3.1897774195896096
U00197,35,0,0.0,0.0,1,3.6,3,2,0,1,2.92,1.0,3,-1.1641488314046096,-0.9985269413327407
U00198,30,0,1242.3400000000001,103.52833333333335,12,3.2741666666666664,6,1,0,0,4.7425,22.75,0,3.7352637321775974,-0.4944406886497743
U00199,24,0,0.0,0.0,1,2.43,9,2,0,0,2.99,4.0,3,-1.1116983060045644,-1.0573423194275828
U00200,32,1,269.71,67.4275,4,3.4650000000000003,4,0,0,1,3.9825,10.0,1,0.70773632312308,-0.7319029605359162
U00201,16,1,691.88,230.62666666666667,3,2.676666666666667,0,0,1,2,3.766666666666667,9.0,2,0.9548392362542397,2.318212066427742
U00202,28,0,0.0,0.0,1,3.85,9,1,0,0,1.86,1.0,3,-1.7073419943133725,-1.1009564885488299
U00203,25,0,326.02,163.01,2,3.005,1,1,0,0,3.4450000000000003,9.0,1,0.3394412411481266,0.20962938230474282
U00204,28,0,0.0,0.0,1,1.59,6,0,0,1,2.61,4.0,1,-0.976791433017952,-0.7892062959000905
U00205,32,1,342.61,342.61,1,4.84,10,2,1,1,3.32,14.0,2,0.04508799139341666,1.8157634142653554
U00206,19,0,89.59,89.59,1,2.68,0,2,1,1,3.01,6.0,2,-0.6308456858107404,1.4028939044938455
U00207,33,1,177.34,88.67,2,2.585,5,0,0,0,3.42,7.5,1,-0.04064417739350981,-0.443853758029773
U00208,18,0,507.62,33.84133333333333,15,3.1533333333333338,3,1,0,2,4.71,23.0,0,3.441811758728545,-1.025093061602964
U00209,26,1,0.0,0.0,1,3.15,1,0,0,1,1.06,3.0,1,-1.5052528678860568,-0.48040058004076447
U00210,30,1,37.89,18.945,2,1.5150000000000001,7,0,0,1,3.3200000000000003,6.5,1,-0.3966584734075756,-0.8395783934292963
U00211,22,1,0.0,0.0,1,4.68,10,1,0,0,2.22,2.0,3,-1.5425166206720153,-1.2360348649724764
U00212,30,0,0.0,0.0,2,4.265,9,1,0,0,3.34,14.0,3,-0.050072228854759,-1.498511486075033
U00213,15,1,299.57,149.785,2,4.23,3,1,0,0,3.915,12.0,3,0.6253838126560715,-0.10743751859861919
U00214,24,0,89.59,89.59,1,2.68,0,2,1,0,1.55,3.0,2,-1.4288139043063126,1.6029163977324428
U00215,28,1,326.02,326.02,1,2.69,1,2,1,0,1.06,3.0,2,-1.3247880686881601,2.9598608075885715
U00216,23,1,1405.87,87.866875,16,3.545625,9,1,0,0,4.7993749999999995,22.3125,0,4.232786989362296,-0.6726738348447531
U00217,28,1,37.89,37.89,1,1.3,11,0,1,1,3.11,2.0,1,-1.2008087504011804,0.6727503539522607
U00218,15,0,0.0,0.0,1,4.72,8,2,0,2,2.99,4.0,3,-1.100103409529025,-1.2984906981611053
U00219,23,0,0.0,0.0,1,4.51,4,1,0,2,1.56,4.0,3,-1.436142910371575,-0.9434013704495167
U00220,20,1,300.34999999999997,20.02333333333333,15,3.6286666666666667,9,1,0,0,4.84,22.0,0,2.981132974968202,-1.5004040925939004
U00221,27,1,0.0,0.0,1,4.45,4,0,0,0,1.56,4.0,3,-1.348642638599223,-0.8523376491036557
U00222,28,1,0.78,0.78,1,3.89,7,0,1,2,1.79,4.0,3,-1.513979927363319,0.43411801500632374
